OID_,VALUE,MZ,ZONE_NAME,ESP2,ESP_Name,ESP_LF,ESPLF_Name,R,G,B,Red,Green,Blue
,198,1,Northern Cascades,1065,Columbia Plateau Scabland Shrubland,6,Wetland Shrub-Herb,190,255,232,0.745098,1,0.909804
,199,1,Northern Cascades,1065,Columbia Plateau Scabland Shrubland,7,Wetland Forest,190,255,232,0.745098,1,0.909804
,200,1,Northern Cascades,1065,Columbia Plateau Scabland Shrubland,9,Wetland Herb,190,255,232,0.745098,1,0.909804
,201,1,Northern Cascades,1068,North Pacific Dry and Mesic Alpine Dwarf-Shrubland or Fell-field or Meadow,0,Undetermined,20,125,125,0.078431,0.490196,0.490196
,202,1,Northern Cascades,1068,North Pacific Dry and Mesic Alpine Dwarf-Shrubland or Fell-field or Meadow,1,Sparsely Vegetated,20,125,125,0.078431,0.490196,0.490196
,203,1,Northern Cascades,1068,North Pacific Dry and Mesic Alpine Dwarf-Shrubland or Fell-field or Meadow,2,Upland Herb,20,125,125,0.078431,0.490196,0.490196
,204,1,Northern Cascades,1068,North Pacific Dry and Mesic Alpine Dwarf-Shrubland or Fell-field or Meadow,3,Upland Shrub,20,125,125,0.078431,0.490196,0.490196
,205,1,Northern Cascades,1068,North Pacific Dry and Mesic Alpine Dwarf-Shrubland or Fell-field or Meadow,4,Upland Woodland,20,125,125,0.078431,0.490196,0.490196
,206,1,Northern Cascades,1068,North Pacific Dry and Mesic Alpine Dwarf-Shrubland or Fell-field or Meadow,5,Upland Forest,20,125,125,0.078431,0.490196,0.490196
,207,1,Northern Cascades,1068,North Pacific Dry and Mesic Alpine Dwarf-Shrubland or Fell-field or Meadow,6,Wetland Shrub-Herb,20,125,125,0.078431,0.490196,0.490196
,208,1,Northern Cascades,1068,North Pacific Dry and Mesic Alpine Dwarf-Shrubland or Fell-field or Meadow,7,Wetland Forest,20,125,125,0.078431,0.490196,0.490196
,209,1,Northern Cascades,1068,North Pacific Dry and Mesic Alpine Dwarf-Shrubland or Fell-field or Meadow,8,Wetland Shrub,20,125,125,0.078431,0.490196,0.490196
,210,1,Northern Cascades,1068,North Pacific Dry and Mesic Alpine Dwarf-Shrubland or Fell-field or Meadow,9,Wetland Herb,20,125,125,0.078431,0.490196,0.490196
,211,1,Northern Cascades,1080,Inter-Mountain Basins Big Sagebrush Shrubland,0,Undetermined,255,190,232,1,0.745098,0.909804
,212,1,Northern Cascades,1080,Inter-Mountain Basins Big Sagebrush Shrubland,1,Sparsely Vegetated,255,190,232,1,0.745098,0.909804
,213,1,Northern Cascades,1080,Inter-Mountain Basins Big Sagebrush Shrubland,2,Upland Herb,255,190,232,1,0.745098,0.909804
,214,1,Northern Cascades,1080,Inter-Mountain Basins Big Sagebrush Shrubland,3,Upland Shrub,255,190,232,1,0.745098,0.909804
,215,1,Northern Cascades,1080,Inter-Mountain Basins Big Sagebrush Shrubland,4,Upland Woodland,255,190,232,1,0.745098,0.909804
,216,1,Northern Cascades,1080,Inter-Mountain Basins Big Sagebrush Shrubland,5,Upland Forest,255,190,232,1,0.745098,0.909804
,217,1,Northern Cascades,1080,Inter-Mountain Basins Big Sagebrush Shrubland,6,Wetland Shrub-Herb,255,190,232,1,0.745098,0.909804
,218,1,Northern Cascades,1080,Inter-Mountain Basins Big Sagebrush Shrubland,7,Wetland Forest,255,190,232,1,0.745098,0.909804
,219,1,Northern Cascades,1080,Inter-Mountain Basins Big Sagebrush Shrubland,8,Wetland Shrub,255,190,232,1,0.745098,0.909804
,220,1,Northern Cascades,1080,Inter-Mountain Basins Big Sagebrush Shrubland,9,Wetland Herb,255,190,232,1,0.745098,0.909804
,221,1,Northern Cascades,1083,North Pacific Avalanche Chute Shrubland,1,Sparsely Vegetated,255,250,0,1,0.980392,0
,222,1,Northern Cascades,1083,North Pacific Avalanche Chute Shrubland,3,Upland Shrub,255,250,0,1,0.980392,0
,223,1,Northern Cascades,1083,North Pacific Avalanche Chute Shrubland,5,Upland Forest,255,250,0,1,0.980392,0
,224,1,Northern Cascades,1083,North Pacific Avalanche Chute Shrubland,9,Wetland Herb,255,250,0,1,0.980392,0
,225,1,Northern Cascades,1084,North Pacific Montane Shrubland,0,Undetermined,255,0,197,1,0,0.772549
,226,1,Northern Cascades,1084,North Pacific Montane Shrubland,1,Sparsely Vegetated,255,0,197,1,0,0.772549
,227,1,Northern Cascades,1084,North Pacific Montane Shrubland,2,Upland Herb,255,0,197,1,0,0.772549
,228,1,Northern Cascades,1084,North Pacific Montane Shrubland,3,Upland Shrub,255,0,197,1,0,0.772549
,229,1,Northern Cascades,1084,North Pacific Montane Shrubland,4,Upland Woodland,255,0,197,1,0,0.772549
,230,1,Northern Cascades,1084,North Pacific Montane Shrubland,5,Upland Forest,255,0,197,1,0,0.772549
,231,1,Northern Cascades,1084,North Pacific Montane Shrubland,6,Wetland Shrub-Herb,255,0,197,1,0,0.772549
,232,1,Northern Cascades,1084,North Pacific Montane Shrubland,7,Wetland Forest,255,0,197,1,0,0.772549
,233,1,Northern Cascades,1084,North Pacific Montane Shrubland,9,Wetland Herb,255,0,197,1,0,0.772549
,234,1,Northern Cascades,1106,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,0,Undetermined,137,68,80,0.537255,0.266667,0.313726
,235,1,Northern Cascades,1106,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,1,Sparsely Vegetated,137,68,80,0.537255,0.266667,0.313726
,236,1,Northern Cascades,1106,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,2,Upland Herb,137,68,80,0.537255,0.266667,0.313726
,237,1,Northern Cascades,1106,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,3,Upland Shrub,137,68,80,0.537255,0.266667,0.313726
,238,1,Northern Cascades,1106,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,4,Upland Woodland,137,68,80,0.537255,0.266667,0.313726
,239,1,Northern Cascades,1106,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,5,Upland Forest,137,68,80,0.537255,0.266667,0.313726
,240,1,Northern Cascades,1106,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,6,Wetland Shrub-Herb,137,68,80,0.537255,0.266667,0.313726
,241,1,Northern Cascades,1106,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,7,Wetland Forest,137,68,80,0.537255,0.266667,0.313726
,242,1,Northern Cascades,1106,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,9,Wetland Herb,137,68,80,0.537255,0.266667,0.313726
,243,1,Northern Cascades,1120,Willamette Valley Upland Prairie and Savanna,0,Undetermined,215,215,158,0.843137,0.843137,0.619608
,244,1,Northern Cascades,1120,Willamette Valley Upland Prairie and Savanna,1,Sparsely Vegetated,215,215,158,0.843137,0.843137,0.619608
,245,1,Northern Cascades,1120,Willamette Valley Upland Prairie and Savanna,2,Upland Herb,215,215,158,0.843137,0.843137,0.619608
,246,1,Northern Cascades,1120,Willamette Valley Upland Prairie and Savanna,3,Upland Shrub,215,215,158,0.843137,0.843137,0.619608
,247,1,Northern Cascades,1120,Willamette Valley Upland Prairie and Savanna,4,Upland Woodland,215,215,158,0.843137,0.843137,0.619608
,248,1,Northern Cascades,1120,Willamette Valley Upland Prairie and Savanna,5,Upland Forest,215,215,158,0.843137,0.843137,0.619608
,249,1,Northern Cascades,1120,Willamette Valley Upland Prairie and Savanna,6,Wetland Shrub-Herb,215,215,158,0.843137,0.843137,0.619608
,250,1,Northern Cascades,1120,Willamette Valley Upland Prairie and Savanna,7,Wetland Forest,215,215,158,0.843137,0.843137,0.619608
,251,1,Northern Cascades,1120,Willamette Valley Upland Prairie and Savanna,8,Wetland Shrub,215,215,158,0.843137,0.843137,0.619608
,252,1,Northern Cascades,1120,Willamette Valley Upland Prairie and Savanna,9,Wetland Herb,215,215,158,0.843137,0.843137,0.619608
,253,1,Northern Cascades,1123,Columbia Plateau Steppe and Grassland,0,Undetermined,235,218,234,0.921569,0.854902,0.917647
,254,1,Northern Cascades,1123,Columbia Plateau Steppe and Grassland,1,Sparsely Vegetated,235,218,234,0.921569,0.854902,0.917647
,255,1,Northern Cascades,1123,Columbia Plateau Steppe and Grassland,2,Upland Herb,235,218,234,0.921569,0.854902,0.917647
,256,1,Northern Cascades,1123,Columbia Plateau Steppe and Grassland,3,Upland Shrub,235,218,234,0.921569,0.854902,0.917647
,257,1,Northern Cascades,1123,Columbia Plateau Steppe and Grassland,4,Upland Woodland,235,218,234,0.921569,0.854902,0.917647
,258,1,Northern Cascades,1123,Columbia Plateau Steppe and Grassland,5,Upland Forest,235,218,234,0.921569,0.854902,0.917647
,259,1,Northern Cascades,1123,Columbia Plateau Steppe and Grassland,6,Wetland Shrub-Herb,235,218,234,0.921569,0.854902,0.917647
,260,1,Northern Cascades,1123,Columbia Plateau Steppe and Grassland,7,Wetland Forest,235,218,234,0.921569,0.854902,0.917647
,261,1,Northern Cascades,1123,Columbia Plateau Steppe and Grassland,8,Wetland Shrub,235,218,234,0.921569,0.854902,0.917647
,262,1,Northern Cascades,1123,Columbia Plateau Steppe and Grassland,9,Wetland Herb,235,218,234,0.921569,0.854902,0.917647
,263,1,Northern Cascades,1124,Columbia Plateau Low Sagebrush Steppe,0,Undetermined,132,140,173,0.517647,0.54902,0.678431
,264,1,Northern Cascades,1124,Columbia Plateau Low Sagebrush Steppe,1,Sparsely Vegetated,132,140,173,0.517647,0.54902,0.678431
,265,1,Northern Cascades,1124,Columbia Plateau Low Sagebrush Steppe,2,Upland Herb,132,140,173,0.517647,0.54902,0.678431
,266,1,Northern Cascades,1124,Columbia Plateau Low Sagebrush Steppe,3,Upland Shrub,132,140,173,0.517647,0.54902,0.678431
,267,1,Northern Cascades,1124,Columbia Plateau Low Sagebrush Steppe,4,Upland Woodland,132,140,173,0.517647,0.54902,0.678431
,268,1,Northern Cascades,1124,Columbia Plateau Low Sagebrush Steppe,5,Upland Forest,132,140,173,0.517647,0.54902,0.678431
,269,1,Northern Cascades,1125,Inter-Mountain Basins Big Sagebrush Steppe,0,Undetermined,255,115,223,1,0.45098,0.87451
,270,1,Northern Cascades,1125,Inter-Mountain Basins Big Sagebrush Steppe,1,Sparsely Vegetated,255,115,223,1,0.45098,0.87451
,271,1,Northern Cascades,1125,Inter-Mountain Basins Big Sagebrush Steppe,2,Upland Herb,255,115,223,1,0.45098,0.87451
,272,1,Northern Cascades,1125,Inter-Mountain Basins Big Sagebrush Steppe,3,Upland Shrub,255,115,223,1,0.45098,0.87451
,273,1,Northern Cascades,1125,Inter-Mountain Basins Big Sagebrush Steppe,4,Upland Woodland,255,115,223,1,0.45098,0.87451
,274,1,Northern Cascades,1125,Inter-Mountain Basins Big Sagebrush Steppe,5,Upland Forest,255,115,223,1,0.45098,0.87451
,275,1,Northern Cascades,1125,Inter-Mountain Basins Big Sagebrush Steppe,6,Wetland Shrub-Herb,255,115,223,1,0.45098,0.87451
,276,1,Northern Cascades,1125,Inter-Mountain Basins Big Sagebrush Steppe,7,Wetland Forest,255,115,223,1,0.45098,0.87451
,277,1,Northern Cascades,1125,Inter-Mountain Basins Big Sagebrush Steppe,8,Wetland Shrub,255,115,223,1,0.45098,0.87451
,278,1,Northern Cascades,1125,Inter-Mountain Basins Big Sagebrush Steppe,9,Wetland Herb,255,115,223,1,0.45098,0.87451
,279,1,Northern Cascades,1126,Inter-Mountain Basins Montane Sagebrush Steppe,0,Undetermined,230,0,169,0.901961,0,0.662745
,280,1,Northern Cascades,1126,Inter-Mountain Basins Montane Sagebrush Steppe,1,Sparsely Vegetated,230,0,169,0.901961,0,0.662745
,281,1,Northern Cascades,1126,Inter-Mountain Basins Montane Sagebrush Steppe,2,Upland Herb,230,0,169,0.901961,0,0.662745
,282,1,Northern Cascades,1126,Inter-Mountain Basins Montane Sagebrush Steppe,3,Upland Shrub,230,0,169,0.901961,0,0.662745
,283,1,Northern Cascades,1126,Inter-Mountain Basins Montane Sagebrush Steppe,4,Upland Woodland,230,0,169,0.901961,0,0.662745
,284,1,Northern Cascades,1126,Inter-Mountain Basins Montane Sagebrush Steppe,5,Upland Forest,230,0,169,0.901961,0,0.662745
,285,1,Northern Cascades,1126,Inter-Mountain Basins Montane Sagebrush Steppe,6,Wetland Shrub-Herb,230,0,169,0.901961,0,0.662745
,286,1,Northern Cascades,1126,Inter-Mountain Basins Montane Sagebrush Steppe,7,Wetland Forest,230,0,169,0.901961,0,0.662745
,287,1,Northern Cascades,1126,Inter-Mountain Basins Montane Sagebrush Steppe,8,Wetland Shrub,230,0,169,0.901961,0,0.662745
,288,1,Northern Cascades,1126,Inter-Mountain Basins Montane Sagebrush Steppe,9,Wetland Herb,230,0,169,0.901961,0,0.662745
,289,1,Northern Cascades,1127,Inter-Mountain Basins Semi-Desert Shrub-Steppe,1,Sparsely Vegetated,194,158,215,0.760784,0.619608,0.843137
,290,1,Northern Cascades,1127,Inter-Mountain Basins Semi-Desert Shrub-Steppe,2,Upland Herb,194,158,215,0.760784,0.619608,0.843137
,291,1,Northern Cascades,1127,Inter-Mountain Basins Semi-Desert Shrub-Steppe,3,Upland Shrub,194,158,215,0.760784,0.619608,0.843137
,292,1,Northern Cascades,1138,North Pacific Montane Grassland,0,Undetermined,199,230,158,0.780392,0.901961,0.619608
,293,1,Northern Cascades,1138,North Pacific Montane Grassland,1,Sparsely Vegetated,199,230,158,0.780392,0.901961,0.619608
,294,1,Northern Cascades,1138,North Pacific Montane Grassland,2,Upland Herb,199,230,158,0.780392,0.901961,0.619608
,295,1,Northern Cascades,1138,North Pacific Montane Grassland,3,Upland Shrub,199,230,158,0.780392,0.901961,0.619608
,296,1,Northern Cascades,1138,North Pacific Montane Grassland,4,Upland Woodland,199,230,158,0.780392,0.901961,0.619608
,297,1,Northern Cascades,1138,North Pacific Montane Grassland,5,Upland Forest,199,230,158,0.780392,0.901961,0.619608
,298,1,Northern Cascades,1138,North Pacific Montane Grassland,6,Wetland Shrub-Herb,199,230,158,0.780392,0.901961,0.619608
,299,1,Northern Cascades,1138,North Pacific Montane Grassland,7,Wetland Forest,199,230,158,0.780392,0.901961,0.619608
,300,1,Northern Cascades,1138,North Pacific Montane Grassland,8,Wetland Shrub,199,230,158,0.780392,0.901961,0.619608
,301,1,Northern Cascades,1138,North Pacific Montane Grassland,9,Wetland Herb,199,230,158,0.780392,0.901961,0.619608
,302,1,Northern Cascades,1139,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,0,Undetermined,171,205,102,0.670588,0.803922,0.4
,303,1,Northern Cascades,1139,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,1,Sparsely Vegetated,171,205,102,0.670588,0.803922,0.4
,304,1,Northern Cascades,1139,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,2,Upland Herb,171,205,102,0.670588,0.803922,0.4
,305,1,Northern Cascades,1139,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,3,Upland Shrub,171,205,102,0.670588,0.803922,0.4
,306,1,Northern Cascades,1139,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,4,Upland Woodland,171,205,102,0.670588,0.803922,0.4
,307,1,Northern Cascades,1139,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,5,Upland Forest,171,205,102,0.670588,0.803922,0.4
,308,1,Northern Cascades,1139,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,6,Wetland Shrub-Herb,171,205,102,0.670588,0.803922,0.4
,309,1,Northern Cascades,1139,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,7,Wetland Forest,171,205,102,0.670588,0.803922,0.4
,310,1,Northern Cascades,1139,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,8,Wetland Shrub,171,205,102,0.670588,0.803922,0.4
,311,1,Northern Cascades,1139,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,9,Wetland Herb,171,205,102,0.670588,0.803922,0.4
,312,1,Northern Cascades,1154,Inter-Mountain Basins Montane Riparian Systems,0,Undetermined,154,156,117,0.603922,0.611765,0.458824
,313,1,Northern Cascades,1154,Inter-Mountain Basins Montane Riparian Systems,1,Sparsely Vegetated,154,156,117,0.603922,0.611765,0.458824
,314,1,Northern Cascades,1154,Inter-Mountain Basins Montane Riparian Systems,2,Upland Herb,154,156,117,0.603922,0.611765,0.458824
,315,1,Northern Cascades,1154,Inter-Mountain Basins Montane Riparian Systems,3,Upland Shrub,154,156,117,0.603922,0.611765,0.458824
,316,1,Northern Cascades,1154,Inter-Mountain Basins Montane Riparian Systems,4,Upland Woodland,154,156,117,0.603922,0.611765,0.458824
,317,1,Northern Cascades,1154,Inter-Mountain Basins Montane Riparian Systems,5,Upland Forest,154,156,117,0.603922,0.611765,0.458824
,318,1,Northern Cascades,1154,Inter-Mountain Basins Montane Riparian Systems,6,Wetland Shrub-Herb,154,156,117,0.603922,0.611765,0.458824
,319,1,Northern Cascades,1154,Inter-Mountain Basins Montane Riparian Systems,7,Wetland Forest,154,156,117,0.603922,0.611765,0.458824
,320,1,Northern Cascades,1154,Inter-Mountain Basins Montane Riparian Systems,8,Wetland Shrub,154,156,117,0.603922,0.611765,0.458824
,321,1,Northern Cascades,1154,Inter-Mountain Basins Montane Riparian Systems,9,Wetland Herb,154,156,117,0.603922,0.611765,0.458824
,322,1,Northern Cascades,1156,North Pacific Lowland Riparian Forest and Shrubland,0,Undetermined,177,179,125,0.694118,0.701961,0.490196
,323,1,Northern Cascades,1156,North Pacific Lowland Riparian Forest and Shrubland,1,Sparsely Vegetated,177,179,125,0.694118,0.701961,0.490196
,324,1,Northern Cascades,1156,North Pacific Lowland Riparian Forest and Shrubland,2,Upland Herb,177,179,125,0.694118,0.701961,0.490196
,325,1,Northern Cascades,1156,North Pacific Lowland Riparian Forest and Shrubland,3,Upland Shrub,177,179,125,0.694118,0.701961,0.490196
,326,1,Northern Cascades,1156,North Pacific Lowland Riparian Forest and Shrubland,4,Upland Woodland,177,179,125,0.694118,0.701961,0.490196
,327,1,Northern Cascades,1156,North Pacific Lowland Riparian Forest and Shrubland,5,Upland Forest,177,179,125,0.694118,0.701961,0.490196
,328,1,Northern Cascades,1156,North Pacific Lowland Riparian Forest and Shrubland,6,Wetland Shrub-Herb,177,179,125,0.694118,0.701961,0.490196
,329,1,Northern Cascades,1156,North Pacific Lowland Riparian Forest and Shrubland,7,Wetland Forest,177,179,125,0.694118,0.701961,0.490196
,330,1,Northern Cascades,1156,North Pacific Lowland Riparian Forest and Shrubland,8,Wetland Shrub,177,179,125,0.694118,0.701961,0.490196
,331,1,Northern Cascades,1156,North Pacific Lowland Riparian Forest and Shrubland,9,Wetland Herb,177,179,125,0.694118,0.701961,0.490196
,332,1,Northern Cascades,1157,North Pacific Swamp Systems,0,Undetermined,70,85,137,0.27451,0.333333,0.537255
,333,1,Northern Cascades,1157,North Pacific Swamp Systems,1,Sparsely Vegetated,70,85,137,0.27451,0.333333,0.537255
,334,1,Northern Cascades,1157,North Pacific Swamp Systems,2,Upland Herb,70,85,137,0.27451,0.333333,0.537255
,335,1,Northern Cascades,1157,North Pacific Swamp Systems,4,Upland Woodland,70,85,137,0.27451,0.333333,0.537255
,336,1,Northern Cascades,1157,North Pacific Swamp Systems,5,Upland Forest,70,85,137,0.27451,0.333333,0.537255
,337,1,Northern Cascades,1157,North Pacific Swamp Systems,6,Wetland Shrub-Herb,70,85,137,0.27451,0.333333,0.537255
,338,1,Northern Cascades,1157,North Pacific Swamp Systems,7,Wetland Forest,70,85,137,0.27451,0.333333,0.537255
,339,1,Northern Cascades,1157,North Pacific Swamp Systems,8,Wetland Shrub,70,85,137,0.27451,0.333333,0.537255
,340,1,Northern Cascades,1157,North Pacific Swamp Systems,9,Wetland Herb,70,85,137,0.27451,0.333333,0.537255
,341,1,Northern Cascades,1158,North Pacific Montane Riparian Woodland and Shrubland,0,Undetermined,188,207,212,0.737255,0.811765,0.831373
,342,1,Northern Cascades,1158,North Pacific Montane Riparian Woodland and Shrubland,1,Sparsely Vegetated,188,207,212,0.737255,0.811765,0.831373
,343,1,Northern Cascades,1158,North Pacific Montane Riparian Woodland and Shrubland,2,Upland Herb,188,207,212,0.737255,0.811765,0.831373
,344,1,Northern Cascades,1158,North Pacific Montane Riparian Woodland and Shrubland,3,Upland Shrub,188,207,212,0.737255,0.811765,0.831373
,345,1,Northern Cascades,1158,North Pacific Montane Riparian Woodland and Shrubland,4,Upland Woodland,188,207,212,0.737255,0.811765,0.831373
,346,1,Northern Cascades,1158,North Pacific Montane Riparian Woodland and Shrubland,5,Upland Forest,188,207,212,0.737255,0.811765,0.831373
,347,1,Northern Cascades,1158,North Pacific Montane Riparian Woodland and Shrubland,6,Wetland Shrub-Herb,188,207,212,0.737255,0.811765,0.831373
,348,1,Northern Cascades,1158,North Pacific Montane Riparian Woodland and Shrubland,7,Wetland Forest,188,207,212,0.737255,0.811765,0.831373
,349,1,Northern Cascades,1158,North Pacific Montane Riparian Woodland and Shrubland,8,Wetland Shrub,188,207,212,0.737255,0.811765,0.831373
